Unnamed: 0,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,Customer Reviews
1048,Samsung Z2,Samsung,Z2,1500,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Tizen,Yes,Yes,Yes,2,Yes,Yes,3599,"Perfect for everyday use, budget-friendly."
1049,Yu Yureka S,Yu,reka S,3000,5.2,Yes,1080,1920,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7000,"Premium quality, outstanding features."
1050,Yu Yunique Plus,Yu,nique Plus,2000,4.7,Yes,720,1280,4,2000,8.0,8.0,2.0,Android,Yes,No,Yes,2,Yes,Yes,6199,"Excellent performance, worth the price."
1051,Celkon Millennia Ufeel,Celkon,Millennia Ufeel,2000,5.0,Yes,480,854,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,3999,"Great battery life, perfect for gaming."
1052,Intex Aqua Eco 4G,Intex,Aqua Eco 4G,1400,4.0,No,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,3990,"Amazing camera quality, a bit expensive."
1053,Intex Aqua Viturbo,Intex,Aqua Viturbo,2000,4.0,No,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,No,1,No,No,4999,"Good value for money, smooth performance."
1054,Lyf Wind 7,Lyf,Wind 7,2250,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7499,"Battery could be better, decent overall."
1055,Lyf Flame 7,Lyf,Flame 7,1750,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,2499,Highly recommend for photography lovers.
1056,Intex Aqua Music,Intex,Aqua Music,3400,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6999,"Affordable and reliable, good screen quality."
1057,Asus ZenFone Go (ZB450KL),Asus,ZenFone Go (ZB450KL),2070,4.5,Yes,480,854,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4499,"Sleek design, average battery life."
1058,Lyf Flame 8,Lyf,Flame 8,2000,4.5,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,2545,"Perfect for everyday use, budget-friendly."
1059,Lyf Wind 3,Lyf,Wind 3,2920,5.5,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999,"Premium quality, outstanding features."
1060,Micromax Unite 4 Plus,Micromax,Unite 4 Plus,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7998,"Excellent performance, worth the price."
1061,Swipe Konnect Plus,Swipe,Konnect Plus,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,2990,"Great battery life, perfect for gaming."
1062,Lava X38,Lava,X38,4000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,6199,"Amazing camera quality, a bit expensive."
1063,Lyf Wind 2,Lyf,Wind 2,2850,6.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4995,"Good value for money, smooth performance."
1064,Intex Aqua Strong 5.1,Intex,Aqua Strong 5.1,2800,5.0,Yes,480,854,1,1000,8.0,5.0,2.0,Android,No,Yes,Yes,2,Yes,Yes,4600,"Battery could be better, decent overall."
1065,Lenovo Vibe K5 Note,Lenovo,Vibe K5 Note,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,7990,Highly recommend for photography lovers.
1066,Panasonic Eluga Arc 2,Panasonic,Eluga Arc 2,2450,5.0,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5599,"Affordable and reliable, good screen quality."
1067,Panasonic T44 Lite,Panasonic,T44 Lite,2400,4.0,Yes,800,480,4,512,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,2190,"Sleek design, average battery life."
1068,Intex Cloud String v2.0,Intex,Cloud String v2.0,2200,5.0,Yes,1280,720,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,6499,"Perfect for everyday use, budget-friendly."
1069,Lyf Water 8,Lyf,Water 8,2600,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7900,"Premium quality, outstanding features."
1070,Karbonn Fashion Eye,Karbonn,Fashion Eye,2000,5.0,No,1280,720,4,1000,8.0,8.0,3.2,Android,Yes,Yes,No,2,Yes,No,3279,"Excellent performance, worth the price."
1071,Samsung Galaxy J2 Pro,Samsung,Galaxy J2 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,10480,"Great battery life, perfect for gaming."
1072,InFocus M535+,InFocus,M535+,2600,5.5,Yes,1080,1920,8,3000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,6000,"Amazing camera quality, a bit expensive."
1073,Intex Aqua Ring,Intex,Aqua Ring,2450,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,4997,"Good value for money, smooth performance."
1074,Lava A32,Lava,A32,1500,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,1999,"Battery could be better, decent overall."
1075,Lava A68,Lava,A68,1750,4.5,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,6999,Highly recommend for photography lovers.
1076,Intex Aqua Q7N,Intex,Aqua Q7N,2000,4.5,Yes,480,854,4,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,2488,"Affordable and reliable, good screen quality."
1077,Intex Aqua Pride,Intex,Aqua Pride,2800,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3887,"Sleek design, average battery life."
1078,Lava X17,Lava,X17,2350,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6600,"Perfect for everyday use, budget-friendly."
1079,Lyf Water 4,Lyf,Water 4,2920,5.0,Yes,720,1280,1,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999,"Premium quality, outstanding features."
1080,Asus ZenFone 3 Max (ZC520TL),Asus,ZenFone 3 Max (ZC520TL),4100,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,13990,"Excellent performance, worth the price."
1081,Karbonn Aura Power,Karbonn,Aura Power,4000,5.0,Yes,480,854,1,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3299,"Great battery life, perfect for gaming."
1082,Samsung Galaxy On7 Pro,Samsung,Galaxy On7 Pro,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5990,"Amazing camera quality, a bit expensive."
1083,Samsung Galaxy On5 Pro,Samsung,Galaxy On5 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6480,"Good value for money, smooth performance."
1084,Samsung Galaxy J2 (2016),Samsung,Galaxy J2 (2016),2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,5990,"Battery could be better, decent overall."
1085,Intex Aqua Power 4G,Intex,Aqua Power 4G,3800,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4995,Highly recommend for photography lovers.
1086,Nubia N1,Nubia,N1,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,11999,"Affordable and reliable, good screen quality."
1087,Panasonic Eluga Note,Panasonic,Eluga Note,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,10990,"Sleek design, average battery life."
1088,TCL 560,TCL,560,2500,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4989,"Perfect for everyday use, budget-friendly."
1089,Karbonn A91 Storm,Karbonn,A91 Storm,2200,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,"Premium quality, outstanding features."
1090,Vivo X7,Vivo,X7,3000,5.2,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,9999,"Excellent performance, worth the price."
1091,iBall Andi 5G Blink 4G,iBall,Andi 5G Blink 4G,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4890,"Great battery life, perfect for gaming."
1092,Nubia Z11,Nubia,Z11,3000,5.5,Yes,1080,1920,4,6000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,20999,"Amazing camera quality, a bit expensive."
1093,Lyf Earth 2,Lyf,Earth 2,2500,5.0,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,6990,"Good value for money, smooth performance."
1094,Intex Aqua Classic,Intex,Aqua Classic,2100,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,4790,"Battery could be better, decent overall."
1095,Micromax Canvas Fire 5,Micromax,Canvas Fire 5,2500,5.5,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,7389,Highly recommend for photography lovers.
1096,Oppo A37,Oppo,A37,2630,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8666,"Affordable and reliable, good screen quality."
1097,Intex Aqua Sense 5.1,Intex,Aqua Sense 5.1,2500,5.0,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,2658,"Sleek design, average battery life."
1098,Panasonic P75,Panasonic,P75,5000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,5499,"Perfect for everyday use, budget-friendly."
1099,Xiaomi Redmi 3S,Xiaomi,Redmi 3S,4100,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6500,"Premium quality, outstanding features."
1100,Intex Aqua View,Intex,Aqua View,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4899,"Excellent performance, worth the price."
1101,Lyf Water 7,Lyf,Water 7,3000,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,494,"Great battery life, perfect for gaming."
1102,Lyf Wind 1,Lyf,Wind 1,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7000,"Amazing camera quality, a bit expensive."
1103,Panasonic T44,Panasonic,T44,2400,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3590,"Good value for money, smooth performance."
1104,Panasonic T30,Panasonic,T30,1400,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2488,"Battery could be better, decent overall."
1105,Lenovo Phab 2,Lenovo,Phab 2,4050,6.4,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,8999,Highly recommend for photography lovers.
1106,Lenovo Phab 2 Pro,Lenovo,Phab 2 Pro,4050,6.4,Yes,1440,2560,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,22999,"Affordable and reliable, good screen quality."
1107,Lava X81,Lava,X81,2700,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999,"Sleek design, average battery life."
1108,Lyf Wind 5,Lyf,Wind 5,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8399,"Perfect for everyday use, budget-friendly."
1109,Lava X46,Lava,X46,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9700,"Premium quality, outstanding features."
1110,Intex Cloud Glory 4G,Intex,Cloud Glory 4G,1800,4.5,Yes,480,584,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4499,"Excellent performance, worth the price."
1111,Samsung Galaxy J3 Pro,Samsung,Galaxy J3 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8299,"Great battery life, perfect for gaming."
1112,Lyf Flame 6,Lyf,Flame 6,1750,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,1999,"Amazing camera quality, a bit expensive."
1113,Swipe Elite Plus,Swipe,Elite Plus,3050,5.0,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,2999,"Good value for money, smooth performance."
1114,Lava A82,Lava,A82,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,8999,"Battery could be better, decent overall."
1115,Intex Aqua Shine 4G,Intex,Aqua Shine 4G,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4500,Highly recommend for photography lovers.
1116,LG Stylus 2 Plus,LG,Stylus 2 Plus,3000,5.7,Yes,1080,1920,8,3000,16.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,8999,"Affordable and reliable, good screen quality."
1117,LG X Power,LG,X Power,4100,5.3,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6999,"Sleek design, average battery life."
1118,Lyf Flame 4,Lyf,Flame 4,1400,4.0,Yes,480,800,4,512,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,Yes,4199,"Perfect for everyday use, budget-friendly."
1119,Zen Admire SXY,Zen,Admire SXY,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2639,"Premium quality, outstanding features."
1120,Lava A59,Lava,A59,1750,4.5,Yes,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,No,2,Yes,No,4199,"Excellent performance, worth the price."
1121,Lava A48,Lava,A48,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,2399,"Great battery life, perfect for gaming."
1122,Panasonic Eluga A2,Panasonic,Eluga A2,4000,5.0,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5430,"Amazing camera quality, a bit expensive."
1123,Lava A79,Lava,A79,2200,5.5,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4200,"Good value for money, smooth performance."
1124,Micromax Canvas Selfie 4,Micromax,Canvas Selfie 4,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,5970,"Battery could be better, decent overall."
1125,Micromax Bolt Selfie,Micromax,Bolt Selfie,1750,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4299,Highly recommend for photography lovers.
1126,Intex Cloud String HD,Intex,Cloud String HD,2200,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999,"Affordable and reliable, good screen quality."
1127,Intex Aqua Secure,Intex,Aqua Secure,1900,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4866,"Sleek design, average battery life."
1128,Motorola Moto G4 Play,Motorola,Moto G4 Play,2800,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6990,"Perfect for everyday use, budget-friendly."
1129,Sony Xperia XA Ultra,Sony,Xperia XA Ultra,2700,6.0,Yes,1080,1920,8,3000,16.0,21.5,16.0,Android,Yes,Yes,Yes,1,Yes,Yes,7999,"Premium quality, outstanding features."
1130,Lenovo Vibe C,Lenovo,Vibe C,2300,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,4500,"Excellent performance, worth the price."
1131,HTC Desire 628 Dual SIM,HTC,Desire 628 Dual SIM,2200,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6498,"Great battery life, perfect for gaming."
1132,Lyf Wind 4,Lyf,Wind 4,4000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,5999,"Amazing camera quality, a bit expensive."
1133,Lyf Flame 2,Lyf,Flame 2,1500,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3599,"Good value for money, smooth performance."
1134,Lava A67,Lava,A67,2000,5.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,3399,"Battery could be better, decent overall."
1135,Micromax Canvas XP 4G,Micromax,Canvas XP 4G,2000,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,No,No,No,2,Yes,Yes,4595,Highly recommend for photography lovers.
1136,Intex Cloud Fame,Intex,Cloud Fame,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,3949,"Affordable and reliable, good screen quality."
1137,Intex Aqua Joy,Intex,Aqua Joy,1450,4.0,Yes,480,800,4,512,4.0,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,2666,"Sleek design, average battery life."
1138,HTC Desire 830,HTC,Desire 830,2800,5.5,Yes,1080,1920,8,3000,32.0,13.0,4.0,Android,Yes,Yes,No,1,Yes,Yes,7999,"Perfect for everyday use, budget-friendly."
1139,Micromax Canvas Mega 2,Micromax,Canvas Mega 2,3000,6.0,Yes,540,960,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7530,"Premium quality, outstanding features."
1140,iBall Andi 5N Dude,iBall,Andi 5N Dude,2000,5.0,Yes,480,854,4,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,"Excellent performance, worth the price."
1141,Honor 5C,Honor,5C,3000,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,9999,"Great battery life, perfect for gaming."
1142,Panasonic Eluga I3,Panasonic,Eluga I3,2700,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5549,"Amazing camera quality, a bit expensive."
1143,Swipe Elite Note,Swipe,Elite Note,3000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7500,"Good value for money, smooth performance."
1144,Asus ZenFone Go 4.5 (ZB452KG),Asus,ZenFone Go 4.5 (ZB452KG),2070,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,3999,"Battery could be better, decent overall."
1145,Intex Aqua 4.5 Pro,Intex,Aqua 4.5 Pro,1500,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,4750,Highly recommend for photography lovers.
1146,ZTE Blade A910,ZTE,Blade A910,2540,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999,"Affordable and reliable, good screen quality."
1147,ZTE Blade V7 Max,ZTE,Blade V7 Max,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,4500,"Sleek design, average battery life."
1148,LeEco Le 2 Pro,LeEco,Le 2 Pro,3000,5.5,Yes,1080,1920,10,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,5890,"Perfect for everyday use, budget-friendly."
1149,Nubia Z11 mini,Nubia,Z11 mini,2800,5.0,Yes,1080,1920,8,3000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,9999,"Premium quality, outstanding features."
1150,Gionee Pioneer P5W,Gionee,Pioneer P5W,2000,5.0,Yes,720,1280,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4800,"Excellent performance, worth the price."
1151,Yu Yureka Note,Yu,reka Note,4000,6.0,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6499,"Great battery life, perfect for gaming."
1152,Videocon Krypton V50DA,Videocon,Krypton V50DA,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4006,"Amazing camera quality, a bit expensive."
1153,HTC 10 Lifestyle,HTC,10 Lifestyle,3000,5.2,Yes,1440,2560,8,3000,32.0,12.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,9751,"Good value for money, smooth performance."
1154,Meizu m3 note,Meizu,m3 note,4100,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,5290,"Battery could be better, decent overall."
1155,Reach Opulent,Reach,Opulent,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2690,Highly recommend for photography lovers.
1156,Asus Zenfone Go 5.0 LTE,Asus,Zenfone Go 5.0 LTE,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4990,"Affordable and reliable, good screen quality."
1157,Gionee Pioneer P5 mini,Gionee,Pioneer P5 mini,1850,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,4999,"Sleek design, average battery life."
1158,Samsung Galaxy A9 Pro,Samsung,Galaxy A9 Pro,5000,6.0,Yes,1080,1920,8,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,19980,"Perfect for everyday use, budget-friendly."
1159,Intex Cloud Gem+,Intex,Cloud Gem+,1400,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2199,"Premium quality, outstanding features."
1160,Samsung Galaxy J7 (2016),Samsung,Galaxy J7 (2016),3300,5.5,Yes,720,1080,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,13450,"Excellent performance, worth the price."
1161,Samsung Galaxy J5 (2016),Samsung,Galaxy J5 (2016),3100,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9999,"Great battery life, perfect for gaming."
1162,Vivo Y31L,Vivo,Y31L,2200,4.7,Yes,540,960,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8599,"Amazing camera quality, a bit expensive."
1163,Reach Cogent,Reach,Cogent,2000,4.0,Yes,480,800,4,1000,8.0,3.2,1.3,Android,Yes,Yes,No,2,Yes,No,2200,"Good value for money, smooth performance."
1164,Lava V2s,Lava,V2s,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,4500,"Battery could be better, decent overall."
1165,Videocon Krypton V50FG,Videocon,Krypton V50FG,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6600,Highly recommend for photography lovers.
1166,Lava A52,Lava,A52,1200,4.0,Yes,480,800,2,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,"Affordable and reliable, good screen quality."
1167,Intex Cloud Force,Intex,Cloud Force,2500,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,3333,"Sleek design, average battery life."
1168,Intex Aqua 4G Strong,Intex,Aqua 4G Strong,1700,4.0,Yes,480,800,4,768,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,6500,"Perfect for everyday use, budget-friendly."
1169,Lava Flair S1,Lava,Flair S1,1750,4.5,Yes,480,854,2,512,8.0,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,"Premium quality, outstanding features."
1170,InFocus Bingo 20 (M425),InFocus,Bingo 20 (M425),2300,4.5,Yes,850,480,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4490,"Excellent performance, worth the price."
1171,Panasonic T50,Panasonic,T50,1600,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,6760,"Great battery life, perfect for gaming."
1172,Intex Aqua Twist,Intex,Aqua Twist,2200,5.0,Yes,480,854,4,1000,8.0,5.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,3499,"Amazing camera quality, a bit expensive."
1173,mPhone 8,mPhone,8,3050,5.5,Yes,1080,1920,8,4000,64.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6499,"Good value for money, smooth performance."
1174,mPhone 7 Plus,mPhone,7 Plus,2600,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,7399,"Battery could be better, decent overall."
1175,Intex Cloud Breeze,Intex,Cloud Breeze,2300,5.0,Yes,480,854,2,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,2999,Highly recommend for photography lovers.
1176,Lyf Wind 6,Lyf,Wind 6,2250,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3499,"Affordable and reliable, good screen quality."
1177,Blu Life Mark,Blu,Life Mark,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7999,"Sleek design, average battery life."
1178,Zopo Speed 8,Zopo,Speed 8,3600,5.5,Yes,1080,1920,10,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,9980,"Perfect for everyday use, budget-friendly."
1179,Xolo Era X,Xolo,Era X,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4559,"Premium quality, outstanding features."
1180,Intex Aqua Fish,Intex,Aqua Fish,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Sailfish,Yes,Yes,Yes,2,Yes,Yes,4799,"Excellent performance, worth the price."
1181,ZTE Blade V7 Lite,ZTE,Blade V7 Lite,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,3840,"Great battery life, perfect for gaming."
1182,Sony Xperia X,Sony,Xperia X,2620,5.0,Yes,1080,1920,1,3000,32.0,23.0,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,19990,"Amazing camera quality, a bit expensive."
1183,Sony Xperia XA,Sony,Xperia XA,2300,5.0,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,7994,"Good value for money, smooth performance."
